url,titre,description,prix_numeric,couleurs,matières,type,image
https://www.miumiu.com/fr/fr/p/sandales-en-cuir-verni-avec-boucles/5X342E_069_F0D27_F_B055,Sandales En Cuir Verni Avec Boucles Carmin | Miu Miu,"Élégante réinterprétation de la chaussure à bride arrière iconique, ces sandales en cuir verni affichent une silhouette sophistiquée et des détails raffinés. Les mini-boucles leur confèrent un caractère vintage. ",950.0,['carmin'],['cuir'],Sandales,https://www.miumiu.com/content/dam/miumiubkg_products/5/5X3/5X342E/069F0D27/5X342E_069_F0D27_F_B055_SLR.jpg
https://www.miumiu.com/fr/fr/p/blouson-en-coton-panama-a-poches/ML943_12NS_F0008_S_AM1,Blouson En Coton Panama À Poches Bleu | Miu Miu,Ce blouson en coton Panama est doté de poches classiques inspirées des tenues de scouts. Il est polyvalent et iconique avec sa coupe décontractée et son logo brodé.,2650.0,['bleu'],['coton'],Blouson,https://www.miumiu.com/content/dam/miumiubkg_products/M/ML9/ML943/12NSF0008/ML943_12NS_F0008_S_AM1_SLF.jpg
https://www.miumiu.com/fr/fr/p/jupe-courte-en-coton-panama/MG2406_12NS_F0008_S_OOO,Jupe Courte En Coton Panama Bleu | Miu Miu,"Inspirée de l’uniforme classique du scout, cette jupe courte en coton Panama au style polyvalent et exclusif présente une silhouette plissée, rehaussée d’une ceinture tissée avec une boucle gravée du logo.",1550.0,['bleu'],['coton'],Jupe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MG2/MG2406/12NSF0008/MG2406_12NS_F0008_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/sac-beau-en-cuir/5BB117_2CRW_F0572_V_MON,Sac Beau En Cuir Gris Argile | Miu Miu,"Le cuir doux et lisse met en valeur les nuances et les détails du sac Beau, tels que les ornements métalliques dorés, tandis que le logo lettres estampé signe le design de sa note iconique.",2950.0,"['gris', 'doré', 'dorés']",['cuir'],Sac,https://www.miumiu.com/content/dam/miumiubkg_products/5/5BB/5BB117/2CRWF0572/5BB117_2CRW_F0572_V_MON_SLF.jpg
https://www.miumiu.com/fr/fr/p/lunettes-de-soleil-miu-miu-logo/SMUA54_S5AK_FE08N_C_051,Lunettes De Soleil Miu Miu Logo Verre Transparent Blue Ray | Miu Miu,Ces lunettes de soleil Miu Miu affichent un look à la fois classique et sophistiqué. La monture en métal ultra légère dotée de verres ovales sans cerclage est mise en valeur par une palette de couleurs fantaisie.  Les branches ultra fines sont agrémentées du logo Miu Miu vertical.,390.0,['vert'],['coton'],Lunettes,https://www.miumiu.com/content/dam/miumiubkg_products/S/SMU/SMUA54/S5AKFE08N/SMUA54_S5AK_FE08N_C_051_SLF.jpg
https://www.miumiu.com/fr/fr/p/polo-en-pique-de-coton/MJL019_14RW_F0324_S_OOO,Polo En Piqué De Coton Marron Cacao | Miu Miu,Ce polo intemporel adopte l’esprit unique de Miu Miu. Le logo brodé apporte une touche iconique.,920.0,"['marron', 'cacao', 'marron']",['coton'],Polo,https://www.miumiu.com/content/dam/miumiubkg_products/M/MJL/MJL019/14RWF0324/MJL019_14RW_F0324_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/pantalon-en-satin-de-coton-teint-en-piece/MP1852_16MS_F0393_S_OOO,Pantalon En Satin De Coton Teint En Pièce Vert Olive | Miu Miu,Ce pantalon en satin de coton teint en pièce présente des poches latérales au design distinctif et une ceinture à imprimé logo qui lui confèrent un charme vintage expérimental. ,1550.0,"['vert', 'olive']","['coton', 'satin']",Pantalon,https://www.miumiu.com/content/dam/miumiubkg_products/M/MP1/MP1852/16MSF0393/MP1852_16MS_F0393_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/ruches-escarpins-en-suede/5I374E_008_F0003_F_055,Ruches Escarpins En Suède Marron Foncé | Miu Miu,L’escarpin classique est revisité dans une version en suède souple et léger. L’élastique et le logo estampé discret ajoutent une touche de style et de caractère. ,920.0,"['marron', 'marron']",['coton'],Ruches,https://www.miumiu.com/content/dam/miumiubkg_products/5/5I3/5I374E/008F0003/5I374E_008_F0003_F_055_SLR.jpg
https://www.miumiu.com/fr/fr/p/sac-a-main-beau-en-cuir/5BB172_2CRW_F0244_V_OOO,Sac À Main Beau En Cuir Toundra | Miu Miu,"Le cuir doux et lisse met en valeur la nuance et les détails du sac Beau, tels que les ornements métalliques dorés, tandis que le logo lettres estampé apporte une touche de finition iconique.",2750.0,"['doré', 'dorés', 'toundra']",['cuir'],Sac,https://www.miumiu.com/content/dam/miumiubkg_products/5/5BB/5BB172/2CRWF0244/5BB172_2CRW_F0244_V_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/polo-en-maille-de-coton/MML956_16OP_F0036_S_OOO,Polo En Maille De Coton Beige Sable | Miu Miu,"Le polo Miu Miu affiche un design iconique en fil de coton très fin et une texture particulière, à laquelle il doit son originalité et qui lui confère l’élégance épurée des classiques revisités. ",1350.0,"['beige', 'sable']",['coton'],Polo,https://www.miumiu.com/content/dam/miumiubkg_products/M/MML/MML956/16OPF0036/MML956_16OP_F0036_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/jupe-courte-en-satin-de-coton-teinte-en-piece/MG2390_16MS_F0393_S_OOO,Jupe Courte En Satin De Coton Teinte En Pièce Vert Olive | Miu Miu,Cette jupe courte en satin de coton teinte en pièce est agrémentée d’une ceinture à imprimé logo qui lui confère un charme vintage élégant. ,1450.0,"['vert', 'olive']","['coton', 'satin']",Jupe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MG2/MG2390/16MSF0393/MG2390_16MS_F0393_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/chaussettes-en-maille-cotelee/MCZ491_16JW_F0385_S_OOO,Chaussettes En Maille Côtelée Vert Kiwi | Miu Miu,"L’esprit vintage et iconique de Miu Miu transparaît dans la maille côtelée et le logo brodé de ces chaussettes en coton, parfaites pour compléter des looks polyvalents et uniques. ",350.0,['vert'],['coton'],Chaussettes,https://www.miumiu.com/content/dam/miumiubkg_products/M/MCZ/MCZ491/16JWF0385/MCZ491_16JW_F0385_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/sac-a-main-aventure-en-cuir-nappa/5BB168_2BBL_F0NBL_V_OOO,Sac À Main Aventure En Cuir Nappa Bruyère | Miu Miu,"Tiré des archives de Miu Miu, le sac à main Aventure a été revisité en termes de structure, à présent plus légère, et d’attitude, afin de créer un sac classique empreint d’un charme intemporel. Le logo lettres estampé apporte une touche iconique.",3300.0,['bruyère'],['cuir'],Sac,https://www.miumiu.com/content/dam/miumiubkg_products/5/5BB/5BB168/2BBLF0NBL/5BB168_2BBL_F0NBL_V_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/pull-polo-a-rayures-en-cachemire-et-soie/MMLA18_150D_F0008_S_OOO,Pull Polo À Rayures En Cachemire Et Soie Bleu | Miu Miu,"Ce pull polo en cachemire et soie à la coupe ajustée est agrémenté du logo intarsia à l’essence décontractée et sophistiquée. Il associe des rayures, un élément iconique du style Miu Miu, à un motif en maille fine. ",1500.0,['bleu'],"['soie', 'cachemire']",Pull,https://www.miumiu.com/content/dam/miumiubkg_products/M/MML/MMLA18/150DF0008/MMLA18_150D_F0008_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/jupe-plissee-en-batavia/MG2240_11AD_F0192_S_OOO,Jupe Plissée En Batavia Ebène | Miu Miu,Cette jupe en batavia est animée de plis qui lui donnent un beau mouvement et dotée d’une taille élastique à cordon de serrage ajoutant une note décontractée. Le logo brodé apporte une touche iconique.,1300.0,['ebène'],['batavia'],Jupe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MG2/MG2240/11ADF0192/MG2240_11AD_F0192_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/robe-en-coton-panama/MF5710_12NS_F0008_S_OOO,Robe En Coton Panama Bleu | Miu Miu,"Confectionnée en coton Panama, cette robe est agrémentée de poches classiques d’inspiration scout, du logo brodé ton sur ton et d’une ceinture tissée, qui soulignent son esprit iconique.",2650.0,['bleu'],['coton'],Robe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MF5/MF5710/12NSF0008/MF5710_12NS_F0008_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/pantalon-en-coton-panama-avec-ceinture/MP1855_12NS_F0008_S_OOO,Pantalon En Coton Panama Avec Ceinture Bleu | Miu Miu,"Ce pantalon en coton Panama se distingue par ses lignes soignées, inspirées des tenues de scouts, et par sa ceinture élastique ornée du logo, qui lui confère une touche unique. ",1850.0,['bleu'],['coton'],Pantalon,https://www.miumiu.com/content/dam/miumiubkg_products/M/MP1/MP1855/12NSF0008/MP1855_12NS_F0008_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/veste-de-camionneur-en-denim-et-popeline/GWB247_16T1_F0013_S_OOO,Veste De Camionneur En Denim Et Popeline Bleu Saphir | Miu Miu,"Cette veste de camionneur à la coupe ample est confectionnée en denim délavé à la pierre rappelant le style des années 1990. Elle est agrémentée de détails à bord brut et d’empiècements en popeline bleu barbeau typiques du langage esthétique de Miu Miu, qui lui confèrent une touche vintage expérimentale. ",1650.0,"['bleu', 'bleu saphir', 'lin']","['denim', 'lin']",Veste,https://www.miumiu.com/content/dam/miumiubkg_products/G/GWB/GWB247/16T1F0013/GWB247_16T1_F0013_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/jean-cinq-poches-en-denim-et-popeline/GWP555_16T1_F0013_S_OOO,Jean Cinq Poches En Denim Et Popeline Bleu Saphir | Miu Miu,"Ce jean coupe regular est confectionné en denim délavé à la pierre rappelant le style des années 1990. Il est agrémenté de détails à bord brut et d’empiècements en popeline bleu barbeau typiques du langage esthétique de Miu Miu, qui lui confèrent un look vintage. ",990.0,"['bleu', 'bleu saphir', 'lin']","['denim', 'lin']",Jean,https://www.miumiu.com/content/dam/miumiubkg_products/G/GWP/GWP555/16T1F0013/GWP555_16T1_F0013_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/mini-sac-aventure-en-cuir-nappa/5BP090_2BBL_F0316_V_OOO,Mini Sac Aventure En Cuir Nappa Chêne | Miu Miu,Le mini sac Aventure en cuir nappa adopte une silhouette élégante. Cette version est sublimée par des proportions originales et le logo estampé qui signe ce sac intemporel de sa touche sobre.,2500.0,['chêne'],['cuir'],Mini,https://www.miumiu.com/content/dam/miumiubkg_products/5/5BP/5BP090/2BBLF0316/5BP090_2BBL_F0316_V_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/accessoire-en-cuir/5TL516_2E6Y_F0032,Accessoire En Cuir Vanille | Miu Miu,Le design espiègle de ce porte-clés en cuir offre un style unique aux accessoires qu’il accompagne. Le logo lettres apporte une touche de finition iconique au modèle.,340.0,"['vanille', 'vanille']",['cuir'],Accessoire,https://www.miumiu.com/content/dam/miumiubkg_products/5/5TL/5TL516/2E6YF0032/5TL516_2E6Y_F0032_SLF.jpg
https://www.miumiu.com/fr/fr/p/robe-en-satin-de-coton-teinte-en-piece/MF5714_16MS_F0393_S_OOO,Robe En Satin De Coton Teinte En Pièce Vert Olive | Miu Miu,"Confectionnée en satin de coton, cette robe teinte en pièce est agrémentée de boutons dorés originaux et d’une ceinture à logo imprimé qui lui confèrent un charme vintage élégant. ",2200.0,"['vert', 'doré', 'dorés', 'olive']","['coton', 'satin']",Robe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MF5/MF5714/16MSF0393/MF5714_16MS_F0393_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/sneakers-tyre-en-tissu-technique-et-veau-velours/5E417E_ZJM_F0388_F_005,Sneakers Tyre En Tissu Technique Et Veau Velours Topaze | Miu Miu,"La Tyre allie élégance et fonctionnalité sportive. La semelle en gomme dynamique, souple et résistante rappelle le motif d’un pneu. Confectionnée en tissu technique et veau velours, cette version de la sneaker incarne l’identité audacieuse de Miu Miu. ",850.0,"['topaze', 'topaze']",['velours'],Sneakers,https://www.miumiu.com/content/dam/miumiubkg_products/5/5E4/5E417E/ZJMF0388/5E417E_ZJM_F0388_F_005_SLR.jpg
https://www.miumiu.com/fr/fr/p/pochette-en-gabardine/5NR038_2IA7_F04GO,Pochette En Gabardine Vert Olive/jaune | Miu Miu,"Cette pochette aux lignes polyvalentes est confectionnée en gabardine et brodée du logo ton sur ton. Elle est agrémentée d’un cordon de serrage en toile bicolore, élément emblématique du style Miu Miu. ",790.0,"['vert', 'jaune', 'blé', 'olive']",['coton'],Pochette,https://www.miumiu.com/content/dam/miumiubkg_products/5/5NR/5NR038/2IA7F04GO/5NR038_2IA7_F04GO_SLF.jpg
https://www.miumiu.com/fr/fr/p/casquette-de-base-ball-en-denim/5HC369_2CR1_F0D2X,Casquette De Base-ball En Denim Beige/amarante | Miu Miu,"Confectionnée en denim, cette casquette de base-ball d’inspiration sportive est décorée du logo Miu Miu brodé. ",550.0,"['beige', 'amarante']",['denim'],Casquette,https://www.miumiu.com/content/dam/miumiubkg_products/5/5HC/5HC369/2CR1F0D2X/5HC369_2CR1_F0D2X_SLF.jpg
https://www.miumiu.com/fr/fr/p/bomber-en-satin-de-coton-teint-en-piece/ML1184_16MS_F0393_S_OOO,Bomber En Satin De Coton Teint En Pièce Vert Olive | Miu Miu,Ce blouson aviateur en satin de coton joue avec les codes du vestiaire masculin et se distingue par sa finition teinte en pièce qui lui confère une allure vintage audacieuse. ,2350.0,"['vert', 'lin', 'olive']","['coton', 'lin', 'satin']",Bomber,https://www.miumiu.com/content/dam/miumiubkg_products/M/ML1/ML1184/16MSF0393/ML1184_16MS_F0393_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/chemise-en-popeline-avec-foulard/MK1918_10RG_F0013_S_OOO,Chemise En Popeline Avec Foulard Bleu Saphir | Miu Miu,"La chemise classique est revisitée dans cette version en popeline, agrémentée de deux poches avant et d’un foulard amovible qui rappelle l’uniforme scout traditionnel. ",1250.0,"['bleu', 'bleu saphir', 'lin']",['lin'],Chemise,https://www.miumiu.com/content/dam/miumiubkg_products/M/MK1/MK1918/10RGF0013/MK1918_10RG_F0013_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/jupe-en-satin-de-coton-teinte-en-piece/MG2381_16MS_F0393_S_OOO,Jupe En Satin De Coton Teinte En Pièce Vert Olive | Miu Miu,Cette jupe en satin de coton teinte en pièce est agrémentée d’une ceinture à imprimé logo qui lui confère un charme vintage élégant. ,1450.0,"['vert', 'olive']","['coton', 'satin']",Jupe,https://www.miumiu.com/content/dam/miumiubkg_products/M/MG2/MG2381/16MSF0393/MG2381_16MS_F0393_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/ballerines-tyre-en-tissu-technique-et-veau-velours/5F416E_D7C_F0424_F_005,Ballerines Tyre En Tissu Technique Et Veau Velours Gris Nuage | Miu Miu,"La Tyre allie élégance et fonctionnalité sportive. La semelle en gomme dynamique, souple et résistante rappelle le motif d’un pneu. Confectionnée en tissu technique et veau velours, cette version de la ballerine incarne l’identité audacieuse de Miu Miu. ",790.0,['gris'],['velours'],Ballerines,https://www.miumiu.com/content/dam/miumiubkg_products/5/5F4/5F416E/D7CF0424/5F416E_D7C_F0424_F_005_SLR.jpg
https://www.miumiu.com/fr/fr/p/sweat-a-capuche-en-coton-molletonne/MJL025_15AV_F0324_S_OOO,Sweat À Capuche En Coton Molletonné Marron Cacao | Miu Miu,Les pièces classiques de la garde-robe décontractée sont revisitées dans des couleurs et avec des éléments de saison. Ce sweat à capuche en coton molletonné affiche une coupe courte et un cordon bicolore emblématique du style Miu Miu.,1400.0,"['marron', 'blé', 'cacao', 'marron']",['coton'],Sweat,https://www.miumiu.com/content/dam/miumiubkg_products/M/MJL/MJL025/15AVF0324/MJL025_15AV_F0324_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/short-en-coton-molletonne/MJP340_15AV_F0324_S_OOO,Short En Coton Molletonné Marron Cacao | Miu Miu,Les classiques de la garde-robe Miu Miu sont revisités dans des couleurs et avec des éléments de saison. Ce short est agrémenté d’un cordon de serrage bicolore et du logo iconique brodé.,950.0,"['marron', 'cacao', 'marron']",['coton'],Short,https://www.miumiu.com/content/dam/miumiubkg_products/M/MJP/MJP340/15AVF0324/MJP340_15AV_F0324_S_OOO_SLF.jpg
https://www.miumiu.com/fr/fr/p/baskets-en-cuir-nappa-et-suede-plume/5E114E_3LP9_F0UB0_F_005,Baskets En Cuir Nappa Et Suède Plume Blanc/bleu | Miu Miu,"Les baskets Plume se démarquent par leur design ultra léger et leur combinaison de matières innovante, notamment le suède et le cuir nappa délavé. Elles se hissent ainsi au statut de nouvel emblème de la polyvalence et de l’expérimentation selon Miu Miu. ",710.0,"['bleu', 'blanc']",['cuir'],Baskets,https://www.miumiu.com/content/dam/miumiubkg_products/5/5E1/5E114E/3LP9F0UB0/5E114E_3LP9_F0UB0_F_005_SLR.jpg
https://www.miumiu.com/fr/fr/p/lunettes-de-soleil-miu-miu-logo/SMUA53_E1AB_F01I0_C_049,Lunettes De Soleil Miu Miu Logo Verres Vert Militaire | Miu Miu,Les lunettes de soleil Miu Miu réinterprètent les classiques avec une touche glamour. La monture en métal est dotée de verres carrés soulignés par un cerclage fin. Les branches ultra fines sont agrémentées du logo Miu Miu vertical.,390.0,['vert'],['coton'],Lunettes,https://www.miumiu.com/content/dam/miumiubkg_products/S/SMU/SMUA53/E1ABF01I0/SMUA53_E1AB_F01I0_C_049_SLF.jpg
